Adoption ID,Date,Quantity,Book ID,Title,ISBN-10,ISBN-13,Category,University ID
1,4/23/2015,482,489,Statistics for Business and Economics,032182623X,9780321826237,Statistics,483124
2,5/11/2015,616,639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),0133378500,9780133378504,Computer Science,483124
3,11/19/2015,87,693,"Network Security Essentials: Applications and Standards, 5/e",0133370437,9780133370430,Computer Science,483124
4,9/8/2015,356,924,The Economics of Sports,0133022927,9780133022926,Economics,483124
5,9/24/2015,69,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,0133255573,9780133255577,Business,483124
6,7/7/2015,377,694,Visual C# 2012 How to Program,0133379337,9780133379334,Computer Science,483124
7,4/13/2015,520,476,Building Java Programs,0133360903,9780133360905,Computer Science,483124
8,8/6/2015,604,973,The Economic Way of Thinking,0136039855,9780136039853,Economics,483124
9,8/8/2015,609,912,Fundamentals of Human Resource Management,0132994909,9780132994903,Business,483124
10,4/4/2015,237,950,"Money, Banking, and the Financial System",0132994917,9780132994910,Economics,483124
11,1/10/2016,685,684,Ownership Series: Ownership: Effective Planning,0132868792,9780132868792,Student Success,483124
12,9/22/2015,383,568,Reading Rhetorically,0321846621,9780321846624,English,483124
1,7/28/2015,405,693,"Network Security Essentials: Applications and Standards, 5/e",0133370437,9780133370430,Computer Science,224554
2,11/5/2015,56,490,Essential Statistics,0321836987,9780321836984,Statistics,224554
3,12/2/2015,409,677,"Macroeconomics, 2/e",0132992795,9780132992794,Economics,224554
1,3/14/2015,186,783,Fundamentals of Investing,0133075354,9780133075359,Business,215293
2,1/29/2016,302,485,Elementary Algebra,0321880153,9780321880154,Mathematics,215293
3,3/9/2015,261,592,Essential Math 4e,0321845056,9780321845054,Mathematics,215293
4,6/20/2015,394,558,"Strategies for Successful Writing, Concise Edition",0205883109,9780205883103,English,215293
5,4/9/2015,325,688,"Essentials of Processes, Systems and Information: with SAP tutorials",013340675X,9780133406757,Business,215293
6,6/21/2015,671,919,MIS Essentials,0132970759,9780132970754,Business,215293
7,12/5/2015,86,633,Brief Calculus & Its Applications,0321848837,9780321848833,Mathematics,215293
8,1/15/2016,465,904,International Business,0133063003,9780133063004,Business,215293
9,8/28/2015,151,953,Accounting Information Systems: The Crossroads of Accounting and IT 2e,0132991322,9780132991322,Business,215293
10,9/17/2015,83,566,Academic Reading,0321865820,9780321865823,Student Success,215293
11,11/18/2015,181,906,Database Systems,0132575671,9780132575676,Computer Science,215293
12,7/17/2015,352,897,Introduction to Management Accounting,0133058786,9780133058789,Business,215293
1,9/1/2015,536,652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",0132481197,9780132481199,Student Success,437097
2,6/14/2015,341,976,"The Economics of Women, Men and Work",0132992817,9780132992817,Economics,437097
3,8/4/2015,493,786,Managerial Accounting: Decision Making and Motivating Performance,0137024878,9780137024872,Business,437097
4,4/4/2015,168,983,Electronic Commerce 2012,0132145383,9780132145381,Business,437097
5,4/30/2015,401,701,Adaptive Filter Theory,013267145X,9780132671453,Engineering,437097
6,4/23/2015,483,477,Starting Out With Visual Basic,0133128083,9780133128086,Computer Science,437097
7,2/23/2016,398,612,Precalculus with Modeling & Visualization,0321826027,9780321826022,Mathematics,437097
8,1/11/2016,389,929,Principles of Marketing,0133084043,9780133084047,Business,437097
9,6/24/2015,430,618,Bridging the Gap,0205852068,9780205852062,Student Success,437097
10,3/13/2015,54,586,College Algebra: An Early Functions Approach,0321729641,9780321729644,Mathematics,437097
11,5/22/2015,337,546,The Curious Writer,0205235778,9780205235773,English,437097
12,10/14/2015,181,957,Principles of Risk Management and Insurance,0132992914,9780132992916,Business,437097
13,4/2/2015,456,594,Elementary Algebra:  Concepts & Applications,0321874226,9780321874221,Mathematics,437097
14,11/18/2015,77,913,Economics,0132949334,9780132949330,Economics,437097
15,10/4/2015,626,487,Business Statistics: A First Course,0321838696,9780321838698,Statistics,437097
16,5/1/2015,491,591,Basic College Mathematics,0321825535,9780321825537,Mathematics,437097
17,9/17/2015,685,959,Introduction to Financial Accounting,0133251039,9780133251036,Business,437097
18,4/11/2015,76,646,"Power Electronics: Circuits,Devices & Applications",0133125904,9780133125900,Engineering,437097
19,11/12/2015,355,925,Guide to Managerial Communication,013297133X,9780132971331,Business,437097
20,10/24/2015,355,984,E-Commerce 2013,0132730359,9780132730358,Business,437097
21,12/18/2015,51,562,Sterling Stories,0205874126,9780205874125,Student Success,437097
22,5/1/2015,697,787,Visual Basic 2012 How to Program,0133406954,9780133406955,Computer Science,437097
23,1/23/2016,609,705,Statics and Mechanics of Materials,0133451607,9780133451603,Engineering,437097
24,8/24/2015,290,684,Ownership Series: Ownership: Effective Planning,0132868792,9780132868792,Student Success,437097
25,8/7/2015,615,608,Basic Technical Mathematics with Calculus,0133116530,9780133116533,Mathematics,437097
1,7/18/2015,239,492,Internetworking with TCP/IP Volume One,013608530X,9780136085300,Computer Science,142285
2,7/16/2015,224,483,Mathematics for Elementary Teachers with Activity Manual,0321825721,9780321825728,Mathematics,142285
3,11/14/2015,226,785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",0132974401,9780132974400,Business,142285
4,5/17/2015,35,646,"Power Electronics: Circuits,Devices & Applications",0133125904,9780133125900,Engineering,142285
5,8/1/2015,537,557,LB Brief with Tabs,0321872568,9780321872562,Student Success,142285
6,8/3/2015,34,790,Data Structures and Algorithm Analysis in C++,013284737X,9780132847377,Computer Science,142285
7,2/13/2016,360,703,Principles of Macroeconomics,0133023672,9780133023671,Economics,142285
8,4/25/2015,420,588,College Algebra,0321782283,9780321782281,Mathematics,142285
9,7/28/2015,169,696,Entrepreneurial Finance,0133140512,9780133140514,Business,142285
10,12/21/2015,229,631,World of Short Stories: 20 Short Stories from Around the World,0205902308,9780205902309,Student Success,142285
11,3/17/2015,233,555,"Global Issues, Local Arguments",0205886159,9780205886159,English,142285
12,12/20/2015,321,639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),0133378500,9780133378504,Computer Science,142285
13,6/27/2015,249,559,The Blair Reader,0205901840,9780205901845,English,142285
1,4/7/2015,257,891,Marketing Plan Handbook,0133078353,9780133078350,Business,164988
2,8/6/2015,292,975,The Economics of Public Issues,0133022935,9780133022933,Economics,164988
3,7/22/2015,275,792,Managing Engineering and Technology,0133485102,9780133485103,Engineering,164988
4,12/4/2015,641,934,Economics Today: The Macro View,0132948893,9780132948890,Economics,164988
5,10/7/2015,303,792,Managing Engineering and Technology,0133485102,9780133485103,Engineering,164988
6,5/17/2015,179,943,Modern Systems Analysis and Design,0132991306,9780132991308,Business,164988
7,1/18/2016,77,915,Experiencing MIS,0132967480,9780132967488,Business,164988
8,11/23/2015,438,928,Human Resource Management,0133043541,9780133043549,Business,164988
9,5/18/2015,60,899,Personal Finance,0132994348,9780132994347,Business,164988
10,5/11/2015,657,687,Introduction to Materials Science,0132136422,9780132136426,Engineering,164988
11,5/19/2015,608,588,College Algebra,0321782283,9780321782281,Mathematics,164988
12,10/11/2015,71,949,Macroeconomics,0132992280,9780132992282,Economics,164988
13,12/15/2015,186,979,Development Economics,0321464486,9780321464484,Economics,164988
14,10/9/2015,243,608,Basic Technical Mathematics with Calculus,0133116530,9780133116533,Mathematics,164988
15,1/9/2016,254,561,The DK Handbook,0205863795,9780205863792,Student Success,164988
1,1/22/2016,103,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,228459
2,4/22/2015,460,910,Managerial Economics,0133020266,9780133020267,Economics,228459
3,1/18/2016,408,786,Managerial Accounting: Decision Making and Motivating Performance,0137024878,9780137024872,Business,228459
4,8/3/2015,615,929,Principles of Marketing,0133084043,9780133084047,Business,228459
5,6/26/2015,641,566,Academic Reading,0321865820,9780321865823,Student Success,228459
6,4/22/2015,86,917,Information Systems Today,0132971216,9780132971218,Business,228459
7,8/18/2015,171,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,228459
8,10/3/2015,220,940,Microeconomics,0132948869,9780132948869,Economics,228459
9,11/3/2015,581,687,Introduction to Materials Science,0132136422,9780132136426,Engineering,228459
10,3/6/2016,212,788,Manufacturing Engineering & Technology,0133128741,9780133128741,Engineering,228459
11,1/5/2016,202,490,Essential Statistics,0321836987,9780321836984,Statistics,228459
12,12/13/2015,522,480,Fundamentals of Statistics,032183870X,9780321838704,Statistics,228459
13,7/9/2015,334,698,Global Marketing Management,0136157394,9780136157397,Business,228459
14,10/6/2015,557,556,Mosaics: Reading and Writing Essays 6e,0205890962,9780205890965,Student Success,228459
15,7/17/2015,534,604,Calculus and Its Applications Expanded Version,0321838203,9780321838209,Mathematics,228459
1,8/29/2015,214,939,Macroeconomics,0133020258,9780133020250,Economics,211273
2,5/8/2015,356,957,Principles of Risk Management and Insurance,0132992914,9780132992916,Business,211273
3,6/23/2015,283,552,The Prentice Hall Guide for College Writers,0205875548,9780205875542,English,211273
4,10/7/2015,177,475,Java Software Structures,0133250121,9780133250121,Computer Science,211273
5,9/17/2015,98,921,Digital Business Networks,0132846918,9780132846912,Business,211273
6,2/9/2016,284,706,Introduction to Engineering Analysis,013601772X,9780136017721,Engineering,211273
7,3/22/2015,229,898,Better Business,0133059049,9780133059045,Business,211273
1,10/4/2015,264,476,Building Java Programs,0133360903,9780133360905,Computer Science,228705
2,12/24/2015,629,475,Java Software Structures,0133250121,9780133250121,Computer Science,228705
3,8/5/2015,553,897,Introduction to Management Accounting,0133058786,9780133058789,Business,228705
1,5/29/2015,492,586,College Algebra: An Early Functions Approach,0321729641,9780321729644,Mathematics,185828
2,2/13/2016,134,613,Business Math,0133011208,9780133011203,Business,185828
3,3/20/2015,153,612,Precalculus with Modeling & Visualization,0321826027,9780321826022,Mathematics,185828
4,7/23/2015,153,625,"Career Tool Kit, The: Skills for Success",0132180537,9780132180535,Student Success,185828
5,4/30/2015,657,909,Management: A Focus on Leaders,0133077543,9780133077544,Business,185828
6,3/9/2015,168,558,"Strategies for Successful Writing, Concise Edition",0205883109,9780205883103,English,185828
7,2/16/2016,522,629,Precalculus: Essentials,032181696X,9780321816962,Mathematics,185828
8,2/9/2016,683,930,Macroeconomics,0132948877,9780132948876,Economics,185828
9,2/19/2016,657,685,Ownership Series: Ownership: Critical Thinking,013286908X,9780132869089,Student Success,185828
10,7/25/2015,440,894,International Economics,0132948915,9780132948913,Economics,185828
11,9/23/2015,611,891,Marketing Plan Handbook,0133078353,9780133078350,Business,185828
12,8/20/2015,629,483,Mathematics for Elementary Teachers with Activity Manual,0321825721,9780321825728,Mathematics,185828
13,4/26/2015,237,686,Ownership Series: Ownership: Study Strategies,0132869063,9780132869065,Student Success,185828
14,6/12/2015,160,472,Basics of Web Design: HTML5 & CSS3,0133128911,9780133128918,Computer Science,185828
15,8/10/2015,131,957,Principles of Risk Management and Insurance,0132992914,9780132992916,Business,185828
16,10/30/2015,390,623,Precalculus Essentials,0321729560,9780321729569,Mathematics,185828
17,2/13/2016,609,793,Reliability Engineering,0136015727,9780136015727,Engineering,185828
18,10/27/2015,609,933,Economics Today,0132948907,9780132948906,Economics,185828
19,12/10/2015,399,688,"Essentials of Processes, Systems and Information: with SAP tutorials",013340675X,9780133406757,Business,185828
20,3/19/2015,555,964,The Practice of Public Relations,0133083578,9780133083576,Business,185828
21,9/1/2015,60,951,Corporate Finance,0132992477,9780132992473,Business,185828
22,10/1/2015,64,911,Economics,0132994844,9780132994842,Economics,185828
23,1/12/2016,514,707,Managerial Economics,0321566440,9780321566447,Economics,185828
24,7/31/2015,152,957,Principles of Risk Management and Insurance,0132992914,9780132992916,Business,185828
25,4/14/2015,234,698,Global Marketing Management,0136157394,9780136157397,Business,185828
26,2/5/2016,42,976,"The Economics of Women, Men and Work",0132992817,9780132992817,Economics,185828
27,8/31/2015,143,912,Fundamentals of Human Resource Management,0132994909,9780132994903,Business,185828
1,7/12/2015,434,631,World of Short Stories: 20 Short Stories from Around the World,0205902308,9780205902309,Student Success,139940
2,10/1/2015,141,980,Hands-On Database,013610827X,9780136108276,Computer Science,139940
3,10/8/2015,70,626,Elementary & Intermediate Algebra,0321880110,9780321880116,Mathematics,139940
4,10/5/2015,277,624,Precalculus,0321837347,9780321837349,Mathematics,139940
5,8/1/2015,26,973,The Economic Way of Thinking,0136039855,9780136039853,Economics,139940
6,8/2/2015,341,490,Essential Statistics,0321836987,9780321836984,Statistics,139940
7,2/20/2016,186,479,Elementary Statistics,0321836960,9780321836960,Statistics,139940
8,8/25/2015,73,793,Reliability Engineering,0136015727,9780136015727,Engineering,139940
9,6/27/2015,563,783,Fundamentals of Investing,0133075354,9780133075359,Business,139940
10,12/16/2015,264,782,Public Relations Practices,0133127648,9780133127645,Business,139940
11,12/17/2015,456,931,Business Communication,0133059510,9780133059519,Business,139940
12,2/16/2016,515,566,Academic Reading,0321865820,9780321865823,Student Success,139940
13,12/1/2015,195,608,Basic Technical Mathematics with Calculus,0133116530,9780133116533,Mathematics,139940
14,3/17/2015,147,625,"Career Tool Kit, The: Skills for Success",0132180537,9780132180535,Student Success,139940
15,4/4/2015,616,689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",0133255433,9780133255430,Business,139940
16,10/4/2015,199,644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",0321880854,9780321880857,Mathematics,139940
17,11/29/2015,594,553,"The Prentice Hall Guide for College Writers, Brief Edition",0205883052,9780205883059,English,139940
